Customer_ID,Peak_mins,OffPeak_mins,Weekend_mins,International_mins,Total_mins,Average_mins
K176960,1578.600001,292.200001,45.600001,231.274924,1916.400003,2.190171
K176990,1140,83.399999,21,305.767311,1244.399999,2.321642
K177020,1491,420.9,29.4,569.32578,1941.3,2.842313
K177030,754.799999,515.1,47,323.966241,1316.899999,2.582157
K177040,675,577.8,78.6,269.95682,1331.4,1.691741
K177080,2481.600001,177.299999,52.8,604.638896,2711.7,2.18862
K177130,1248.599999,135.300001,25.200001,307.538078,1409.100001,1.917143
K177280,2424,67.2,70,767.736251,2561.2,2.207931
K177380,1437,504.6,16.199999,471.044749,1957.799999,2.093904
K177530,1215,430.200001,46,481.706322,1691.200001,2.16266
K177650,1101,268.2,18,454.814223,1387.2,1.987393
K177740,768,252,56.400001,346.257368,1076.400001,2.170161
K177770,1287.599999,229.5,36,256.644715,1553.099999,1.80174
K177920,858,120,106.5,346.023581,1084.5,2.065714
K178070,988.2,158.100001,50.4,308.027447,1196.700001,1.841077
K178200,2004,217.8,45.6,187.933948,2267.4,2.216422
K178230,793.8,579.6,39.6,451.120313,1413,2.487676
K178280,688.799999,337.799999,145.200001,263.688795,1171.799999,2.1
K178290,1095,839.400001,21,618.223755,1955.400001,3.259
K178390,1710.6,286.199999,130.199999,649.85637,2126.999998,2.177073
K178420,1174.200001,94.5,44,230.218834,1312.700001,2.232483
K178490,976.8,48.299999,10.2,288.942446,1035.299999,1.648567
K178500,979.200001,512.700001,63,238.056724,1554.900002,1.752988
K178530,1657.2,324.899999,90.6,483.889136,2072.699999,2.447107
K178570,1028.4,401.4,25,431.485579,1454.8,2.654745
K178600,1214.4,23.1,87,308.068424,1324.5,1.84986
K178850,1080.6,152.1,79.200001,355.687972,1311.900001,2.416022
K178940,1254,354.6,27,242.818238,1635.6,2.859441
K179000,658.2,390.9,33,234.937921,1082.1,1.791556
K179090,1398.6,510.6,19.8,460.461804,1929,3.101286
K179160,1048.799999,422.400001,31.200001,325.903336,1502.400001,2.369716
K179250,1443.6,337.8,128.4,235.479442,1909.8,2.107947
K179340,603.6,442.5,117,222.373214,1163.1,3.692381
K179390,2084.400001,742.5,55.800001,259.22658,2882.700002,2.105698
K179400,1363.199999,124.800001,130,384.269938,1618,2.496914
K179530,984.6,22.799999,2.4,215.162348,1009.799999,1.600317
K179560,642.6,450.3,34.499999,339.966817,1127.399999,3.928223
K179570,720.600001,438.900001,42.600001,317.298393,1202.100003,2.276705
K179580,1795.8,594,52.8,270.842303,2442.6,2.371456
K179650,1200,468.899999,61.2,400.055996,1730.099999,2.014086
K179670,883.199999,360.299999,3,273.907789,1246.499998,2.733553
K179720,791.4,491.699999,27,359.105778,1310.099999,2.584024
K179750,1674,31.500001,81,256.314526,1786.500001,2.437244
K179760,766.799999,226.799999,52.799999,259.392362,1046.399997,1.865241
K179830,1658.399999,40.5,17,410.614183,1715.899999,1.656274
K179940,1291.199999,298.199999,112,317.699727,1701.399998,2.03031
K179960,1011,591,118.200001,292.191984,1720.200001,1.773402
K180100,689.4,512.7,98.4,359.185185,1300.5,2.238382
K180130,2460,573.3,60.6,1014.818532,3093.9,2.828062
K180170,1139.4,179.699999,142.2,411.322926,1461.299999,2.040922
K180240,723,585.899999,72,197.287444,1380.899999,1.989769
K180340,1222.800001,300.899999,33.6,360.961199,1557.3,2.841788
K180490,1269.599999,663.3,30,314.004096,1962.899999,3.207353
K180610,980.4,21.300001,124.2,267.148269,1125.900001,2.7
K180780,2008.8,64.8,31,336.926119,2104.6,1.556657
K180830,915,450,61,418.677901,1426,1.837629
K180900,751.8,343.2,27,182.129909,1122,2.43913
K181070,1433.399999,250.800001,20.4,395.308971,1704.6,1.82897
K181140,687,523.8,32.4,238.714215,1243.2,2.231957
K181200,725.4,624.899999,64.500001,347.010498,1414.8,2.108495
K181350,1057.2,421.499999,15,262.097658,1493.699999,2.691351
K181380,1104,82.2,57,270.265119,1243.2,2.558025
K181400,2281.2,84.299999,60.6,490.210111,2426.099999,1.877786
K181470,1017.6,516.3,68,527.853148,1601.9,1.891263
K181490,1113.600001,272.7,16.200001,364.757371,1402.500002,2.651229
K181600,1699.2,446.4,34,449.841583,2179.6,2.217294
K181820,651.6,424.8,36.500001,254.020947,1112.900001,2.66244
K181860,1612.8,477,61.8,629.831044,2151.6,1.698185
K181890,1656,263.100001,18.6,300.918002,1937.700001,1.723932
K181940,1307.4,139.8,33,260.71323,1480.2,2.615194
K182090,670.799999,300,49.799999,325.656028,1020.599998,2.384579
K182250,1368.6,285,36.500001,505.989118,1690.100001,2.435303
K182270,1060.8,307.8,33,303.909663,1401.6,1.668571
K182310,953.399999,581.7,33,424.329233,1568.099999,2.177917
K182540,552,524.4,19.5,197.296312,1095.9,2.961892
K182560,1165.800001,959.399999,26.399999,540.684794,2151.599999,3.60402
K182570,1416,603,48.5,537.770209,2067.5,2.660875
K182590,904.2,230.700001,31.2,236.863106,1166.100001,2.686866
K182610,620.4,401.1,33,334.211214,1054.5,2.277538
K182650,1868.4,189,119.4,574.289359,2176.8,3.145665
K182850,1389,146.4,60.6,237.534015,1596,2.677852
K183040,1234.2,293.099999,100.8,537.010652,1628.099999,1.713789
K183110,1966.199999,557.7,79.500001,355.112156,2603.4,2.446805
K183120,1398.600001,655.500002,50,649.852701,2104.100003,1.96278
K183200,1124.399999,583.499999,24.600001,337.534991,1732.499999,3.68617
K183290,1327.800001,115.5,39,210.430567,1482.300001,2.55569
K183390,1028.4,430.200001,54.6,293.118481,1513.200001,2.522
K183440,548.399999,427.2,100.8,216.160383,1076.399999,2.878075
K183610,954.600001,439.500001,21,425.553525,1415.100002,3.656589
K183730,1983.600001,351.3,43,585.555287,2377.900001,3.04859
K184010,862.799999,203.4,35.4,268.316438,1101.599999,2.55
K184110,1027.2,57,64.8,337.743302,1149,1.915
K184550,919.800001,115.800001,23,342.237589,1058.600002,2.735401
K184660,1036.2,131.099999,111.499999,375.923553,1278.799998,2.599187
K184860,1263.600001,448.5,152,246.440425,1864.100001,2.290049
K184920,986.4,630.299999,49.499999,488.949636,1666.199998,2.35339
K184980,1430.4,374.1,23,372.44257,1827.5,2.132439
K185010,997.8,48.3,30.6,303.977881,1076.7,1.597478
K185150,661.8,256.8,116.400001,331.741395,1035.000001,1.812609
K185180,635.399999,309,56.399999,250.749216,1000.799998,2.697574
K185270,852,325.5,106,196.104204,1283.5,3.063246
K185400,798.6,494.100001,3.6,410.311173,1296.300001,2.758085
K185520,1057.199999,66.6,48,362.926494,1171.799999,2.900495
K185580,939,293.1,124.499999,292.40379,1356.599999,2.061702
K185710,995.4,205.5,138,303.272989,1338.9,1.896459
K185900,1479.6,741.3,24.6,469.751994,2245.5,1.77791
K185930,950.399999,358.8,20,354.648993,1329.199999,2.161301
K186080,1104.600001,411.600001,6,430.335619,1522.200002,2.099586
K186120,1794.599999,372.9,142.2,233.007592,2309.699999,2.195532
K186170,618,575.700001,18,396.724786,1211.700001,1.967045
K186260,1012.2,726.899999,30,293.211328,1769.099999,2.33083
K186300,646.8,506.7,68.4,230.760223,1221.9,3.024505
K186360,709.199999,257.399998,38.399998,251.012299,1004.999995,1.982249
K186440,644.4,357.9,45,196.309737,1047.3,1.708483
K186840,1093.2,418.8,60.599999,484.795327,1572.599999,1.887875
K186870,789,204.300001,53.4,185.160383,1046.700001,2.106036
K187120,1162.8,56.1,37.5,299.972736,1256.4,3.784337
K187380,1227,241.499999,87.6,210.40759,1556.099999,4.758716
K187700,1683,590.7,39,432.475675,2312.7,2.934898
K187850,1248,291.9,144.599999,540.277941,1684.499999,3.669935
K187960,1531.2,243.6,21,589.955402,1795.8,5.755769
K188280,683.4,442.2,81,240.824113,1206.6,3.569822
K188350,885.6,403.500001,45,405.991138,1334.100001,4.78172
K188400,1122.6,254.4,95,292.342515,1472,4.043956
K188540,1243.199999,183.3,69,326.274182,1495.499999,6.129098
K188570,1683,127.2,29.4,345.914079,1839.6,5.301441
K188580,1170.6,105.3,99,280.895226,1374.9,3.552713
K188620,1960.8,117.3,48,420.342563,2126.1,7.231633
K188650,724.8,538.8,63,294.769302,1326.6,3.634521
K188660,1180.200001,104.4,121.200001,323.919729,1405.800002,6.007692
K188800,912.599999,610.800001,40.199999,443.944186,1563.599999,3.513708
K188860,750.599999,190.799999,66,186.283806,1007.399998,3.966142
K188930,994.2,565.8,9.600001,228.751943,1569.600001,3.145491
K188950,1923,192,39,450.957104,2154,9.573333
K189000,931.199999,163.199999,122.4,254.526471,1216.799998,6.438095
K189090,655.199999,386.1,88.800001,280.152158,1130.1,3.256772
K189100,1363.2,260.7,23.399999,386.881594,1647.299999,3.348171
K189110,1358.4,217.799999,58.200001,400.822395,1634.4,3.522414
K189250,736.8,272.399999,92,323.692712,1101.199999,2.69902
K189300,1410.599999,568.799999,41.4,549.535926,2020.799998,2.352503
K189350,1396.199999,273,16.199999,385.153145,1685.399998,3.679913
K189550,1066.199999,116.399999,112.199999,244.318522,1294.799997,2.969725
K189570,1180.199999,150.300001,64.800001,326.980715,1395.300001,3.812295
K189580,1701,760.2,46.8,784.549274,2508,5.097561
K189590,1492.199999,430.5,56,431.634449,1978.699999,6.202821
K189600,852,765.6,14.4,454.390997,1632,3.238095
K189630,1083,180,156.6,274.973145,1419.6,5.989873
K189700,1307.4,310.2,30,509.542689,1647.6,5.760839
K189960,986.4,480.899999,5.4,405.23228,1472.699999,3.347045
K190170,1732.200001,591,40.799999,527.01662,2364,3.973109
K190270,1386.6,217.199999,13,301.902201,1616.799999,20.728205
K190320,969.600001,621.899999,43.499999,311.146482,1634.999999,4.479452
K190420,896.4,423.3,146.4,351.472049,1466.1,6.265385
K190470,850.8,171,3,329.132268,1024.8,2.854596
K190490,1335,421.199999,32,360.309175,1788.199999,3.788559
K190590,1257.6,231,60,496.736361,1548.6,6.295122
K190850,1871.400002,215.400002,88.8,519.34887,2175.600004,3.751034
K190880,1024.2,53.399999,18.5,284.37389,1096.099999,6.485799
K191040,1532.4,495.9,58.800001,540.892473,2087.100001,4.403165
K191380,1176.599999,412.800001,24,268.363957,1613.4,3.769626
K191470,970.8,214.500001,32.400001,242.463163,1217.700002,5.663721
K191550,776.399999,660,26.399999,368.447744,1462.799998,2.645208
K191640,600.600001,360.600001,60.600001,221.454965,1021.800003,4.541333
K191650,1552.2,407.100001,4.2,315.22723,1963.500001,4.742754
K191710,1143.600001,508.200001,63,189.64098,1714.800002,4.830423
K191860,1795.8,260.4,29.4,286.645725,2085.6,3.614558
K191900,697.8,366,22.2,282.935032,1086,4.681034
K191970,1137.6,579.899998,16.199999,473.697875,1733.699997,4.538482
K192060,2467.8,460.8,54.6,723.763086,2983.2,5.65
K192170,858,306.899999,144,315.604886,1308.899999,4.052322
K192180,515.4,417,83.4,269.106243,1015.8,5.520652
K192240,680.4,531.900001,29.4,371.081752,1241.700001,3.717665
K192280,700.8,532.500002,80.500002,283.125964,1313.800004,5.787665
K192340,1485,403.499998,21,238.769376,1909.499998,9.997382
K192380,1381.2,127.8,25.5,473.699545,1534.5,4.526549
K192530,1083,75,24.6,240.059584,1182.6,7.580769
K192540,1611.6,360.6,12,369.647251,1984.2,3.279669
K192550,928.8,465.899999,16.5,388.096193,1411.199999,8.82
K192560,1278.600001,357.3,51.5,381.668355,1687.400001,4.282741
K192570,1000.799999,153,42.6,313.324115,1196.399999,3.669939
K192600,1447.8,471.3,46,617.530908,1965.1,4.645626
K192630,1225.199999,417,90,402.442707,1732.199999,3.143739
K192740,828,535.8,65.4,288.462693,1429.2,4.014607
K192790,1124.4,93,50.4,399.260078,1267.8,7.973585
K192990,1761,287.700002,48,524.734896,2096.700002,4.016667
K193080,1591.2,399.9,40.8,343.397391,2031.9,5.144051
K193160,1594.200001,96.900002,51,533.626914,1742.100003,3.26848
K193230,1060.799999,787.200001,25.799999,210.093542,1873.799999,7.679508
K193290,799.2,298.8,10.8,277.395589,1108.8,9.24
K193350,803.4,339,52.5,309.68211,1194.9,3.384986
K193560,654.599999,321,93.599999,326.174035,1069.199998,3.540397
K193570,768.6,372.9,42,250.612434,1183.5,5.079399
K193710,1474.8,86.399999,24,224.639584,1585.199999,8.046701
K193770,2188.2,132.9,25,734.139472,2346.1,6.820058
K193800,2331,265.500001,70.8,837.282459,2667.300001,4.247293
K193910,1731,429.600001,99.600001,304.155141,2260.200002,4.280682
K193920,1313.4,137.4,35.500001,226.461055,1486.300001,4.358651
K193970,958.2,424.5,67.2,259.902771,1449.9,4.095763
K193980,837,364.800001,43.199999,328.885633,1245,9.80315
K194130,1476.600001,401.399999,7.799999,472.428853,1885.799999,5.466087
K194200,625.799998,470.099999,82.200002,191.568616,1178.099999,5.691304
K194290,1165.199999,521.1,30,349.779778,1716.299999,4.481201
K194370,1337.400001,446.400001,55.2,292.960921,1839.000002,6.049342
K194460,1873.8,349.8,93,492.908313,2316.6,6.435
K194570,1656.599999,72.9,64.2,317.321192,1793.699999,3.442802
K194590,1476.600001,340.200001,62.5,604.346335,1879.300002,4.831105
K194860,1726.2,500.700001,55.8,667.909339,2282.700001,10.666822
K195070,1322.399999,231.3,16.5,372.806521,1570.199999,8.135751
K195240,1747.8,233.099999,121.5,554.343343,2102.399999,4.317043
K195250,1373.4,369.9,67.500001,217.144915,1810.800001,3.628858
K195280,658.8,396.3,14,189.090434,1069.1,2.309071
K195320,666.6,489.6,17.5,318.301335,1173.7,3.353429
K195340,604.2,309.9,105,229.696376,1019.1,3.245541
K195360,1543.2,609,69,401.518149,2221.2,4.598758
K195400,1315.8,257.7,32.5,344.542801,1606,5.444068
K195630,1111.799999,179.4,156.6,259.876278,1447.799999,4.172334
K195790,1996.800001,1020.6,45.6,775.112776,3063.000001,2.478155
K195990,1152.6,179.4,32.5,409.237566,1364.5,12.075221
K196120,1543.800001,631.199999,34.199999,616.277601,2209.199999,2.340254
K196280,808.8,696.899999,30,311.814074,1535.699999,2.602881
K196400,1714.2,285,31.2,342.30619,2030.4,8.751724
K196430,1032,261.600001,128.399999,315.952456,1422,3.468293
K196460,1552.8,187.8,21,458.167686,1761.6,3.888742
K196490,1144.799999,186.299999,30,383.598664,1361.099998,2.952495
K196650,597,476.7,24,321.812662,1097.7,4.304706
K196750,1874.399999,147.600001,41,632.836752,2063,3.042773
K196760,837.600002,269.699999,24,355.202029,1131.300001,7.160127
K196780,1362,238.499999,158,369.537771,1758.499999,4.567532
K196830,1170.6,387,39.6,485.124823,1597.2,6.096183
K197100,1481.4,167.4,133,358.104084,1781.8,4.022122
K197170,1698,171.6,36.6,616.951547,1906.2,11.483133
K197320,887.4,220.5,3.6,250.220301,1111.5,5.029412
K197370,1363.799999,142.799999,44,298.44235,1550.599998,8.161053
K197390,1399.8,48.6,13.8,435.535415,1462.2,4.364776
K197440,1114.8,112.500001,87.6,239.874646,1314.900001,3.672905
K197470,706.8,251.7,72.6,303.897113,1031.1,4.107968
K197570,762,424.5,30,379.379665,1216.5,6.0825
K197780,1219.2,271.2,51,235.570958,1541.4,3.440625
K197990,736.2,335.7,21,284.270688,1092.9,5.662694
K198130,1152.6,481.499999,45,378.353237,1679.099999,6.061733
K198200,706.200001,643.5,34,294.761418,1383.700001,3.976149
K198240,799.8,458.7,91.8,402.911282,1350.3,2.572
K198250,2295,226.5,22,325.398314,2543.5,8.285016
K198320,953.4,207.3,40.2,186.289946,1200.9,3.308264
K198430,1203,141.9,121.2,211.969741,1466.1,4.595925
K198440,551.399999,395.399999,81,312.934,1027.799998,4.848113
K198470,1554,315.6,14.4,497.686676,1884,9.145631
K198480,828.6,249.6,107.4,354.889769,1185.6,3.0875
K198630,1837.200001,60.6,33,234.082233,1930.800001,17.239286
K198700,1036.200001,156.300001,83.4,258.497955,1275.900002,7.505294
K198790,1261.799998,71.7,43.799998,307.311228,1377.299996,11.873276
K198830,1334.4,20.1,74.4,210.793603,1428.9,2.89251
K198900,1014.6,396.6,61.500001,258.36832,1472.700001,5.149301
K198960,920.4,204.9,34,257.058067,1159.3,7.728667
K198980,897,452.7,19,243.127694,1368.7,3.110682
K199010,1101.599999,136.500001,10.2,265.72938,1248.3,10.316529
K199290,1457.4,294.3,11.4,256.615069,1763.1,7.196327
K199310,1749.6,126,48,290.204007,1923.6,3.735146
K199340,1025.4,303.299999,48.6,380.631626,1377.299999,3.969164
K199360,839.400001,204.599999,33,267.585481,1077,5.821622
K199430,915.6,322.8,66,419.101843,1304.4,5.598283
K199450,1644,22.8,40.5,414.969721,1707.3,12.371739
K199550,1551,446.400001,42.599999,229.2621,2040,4.137931
K199640,819,155.7,29,232.421547,1003.7,6.475484
K199790,979.2,235.2,17,404.81221,1231.4,6.728962
K199910,2019.6,711,25.199999,269.324156,2755.799999,3.449061
K199930,879.6,328.5,70.8,301.40348,1278.9,8.198077
K199960,533.4,463.8,17.4,230.204618,1014.6,3.046847
K200040,1082.4,250.199999,179.4,418.010528,1511.999999,8.739884
K200170,1902,439.2,32.4,210.146941,2373.6,6.415135
K200260,1365.6,234.6,58.200001,357.370749,1658.400001,12.563636
K200280,1349.4,264.300001,76,207.336765,1689.700001,5.415705
K200340,1318.8,584.1,28.500001,351.504781,1931.400001,4.226258
K200410,754.199999,231.6,36.6,218.115015,1022.399999,6.122156
K200890,1904.4,245.7,141.6,364.270621,2291.7,3.608976
K200960,998.4,278.4,148.200001,445.623118,1425.000001,3.400955
K201140,933.6,233.100001,87,292.232494,1253.700001,10.4475
K201190,1683,447.900001,34,583.992386,2164.900001,24.054444
K201200,1074.600001,365.399999,10,186.233607,1450,6.415929
K201330,702.6,532.2,57.6,280.635823,1292.4,5.253659
K201370,888.599999,594.9,37.800001,306.51577,1521.3,11.793023
K201420,794.4,265.199999,64.800001,308.011548,1124.4,6.281564
K201690,973.8,25.500001,10.8,211.665997,1010.100001,5.316316
K202030,1414.8,122.4,15.6,290.342554,1552.8,4.075591
K202090,907.2,757.2,21,265.895292,1685.4,4.747606
K202540,1747.799999,76.799999,48,537.882018,1872.599998,3.62205
K202570,1039.2,757.2,102.6,213.416472,1899,4.040426
K202670,1066.2,215.100001,72.6,204.965428,1353.900001,2.988742
K202860,750.6,277.200001,31.200001,275.271209,1059.000002,4.835616
K202990,1728.600001,177,48,239.443738,1953.600001,3.930785
K203080,1671.6,569.4,37.2,412.762947,2278.2,5.841538
K203160,2073,100.500001,53.4,215.459557,2226.900001,25.021348
K203170,2224.799999,480.900001,42.6,181.48726,2748.3,14.021939
K203240,1413.6,264.6,26,499.139174,1704.2,15.927103
K203280,1641,495.3,75,519.608754,2211.3,12.217127
K203500,1537.2,335.699999,81,457.059471,1953.899999,8.962844
K203580,1702.8,268.2,11.4,250.460484,1982.4,53.578378
K203730,1426.2,226.5,31,309.918058,1683.7,13.362698
K203760,753.6,459.6,24,345.191147,1237.2,4.548529
K203940,1011,459.300001,64.800001,382.685293,1535.100002,4.752632
K204090,1027.8,141.9,64.8,241.693784,1234.5,10.2875
K204230,111.6,464.7,107.5,200.717536,683.8,7.122917
K204270,270.599999,327,123.599999,185.119297,721.199998,3.354419
K204290,238.8,439.5,48.5,211.355588,726.8,5.8144
K204300,216.600001,274.800001,83.499999,185.970948,574.900001,4.5992
K204330,287.399999,281.100001,78,197.484274,646.5,2.628049
K204410,138,506.099999,32.399999,212.705127,676.499998,6.206422
K204550,177,452.100001,25.200001,192.282176,654.300002,2.784255
K204570,216,403.199999,120.500001,199.984478,739.7,2.433224
K204580,171.6,472.500001,59,203.94685,703.100001,4.261212
K204610,186,401.099999,59.4,196.956885,646.499999,3.990741
K204740,108.599999,442.500001,40,185.246264,591.1,3.436628
K204760,298.8,386.7,40.2,182.02058,725.7,3.819474
K204800,193.2,478.499999,37.8,210.119348,709.499999,6.955882
K204870,138.600001,390.3,60,187.190297,588.900001,3.505357
K205070,73.799999,559.200001,57.500001,207.565981,690.500001,4.795139
K205120,180.599999,469.2,47,194.329749,696.799999,2.191195
K205410,324.6,529.2,65.4,231.147088,919.2,2.457754
K205490,652.200001,638.400001,53.500001,210.195958,1344.100003,2.10674
K205570,624.599999,634.5,51.599999,264.386833,1310.699998,1.793023
K205620,410.400001,311.100001,105,267.617824,826.500002,3.373469
K205830,138,601.8,73.8,225.953706,813.6,2.776792
K205930,684,895.5,35.400001,472.497335,1614.900001,2.925543
K205960,439.199999,602.4,34.8,230.111928,1076.399999,2.5875
K206110,552.6,627,89.4,342.126923,1269,4.7
K206130,370.800002,674.1,58,283.617279,1102.900002,1.753418
K206180,429.600001,671.700002,42,350.897878,1143.300003,3.304335
K206240,306.6,450.3,41,254.073684,797.9,2.067098
K206250,214.799999,765.299999,5,286.440516,985.099998,2.450498
K206370,396.6,762.900001,104.4,215.627334,1263.900001,1.694236
K206390,147,583.2,27,222.949148,757.2,5.01457
K206450,809.4,758.4,168.6,477.425477,1736.4,2.408322
K206470,462.6,526.8,3.6,287.817566,993,3.332215
K206550,399.6,372.900001,40.8,249.222204,813.300001,1.945694
K206590,376.800001,527.699999,29,210.638116,933.5,1.928719
K206630,117,975,76.8,310.745875,1168.8,2.429938
K206640,573.599999,672.299999,36.599999,231.303241,1282.499997,1.853324
K206690,436.200001,423,87.5,236.413186,946.700001,1.687522
K206740,616.799999,618,57.600001,272.175489,1292.4,1.841026
K206770,363,658.199999,33.600001,303.786375,1054.8,2.623881
K206790,539.4,547.2,92.4,222.872133,1179,2.348606
K206830,412.8,478.499999,157.2,299.025532,1048.499999,1.744592
K206870,378,552.9,33.6,268.075218,964.5,2.083153
K206940,156,456,150,205.269085,762,3.560748
K207020,306,576,18,181.642506,900,2.331606
K207710,393.6,594.899999,69.5,280.306918,1057.999999,1.703704
K207800,852.600001,776.399999,114,490.158709,1743,1.661582
K208180,603.600001,572.399999,111.600001,342.525099,1287.600001,3.627042
K208200,594.599999,739.8,14.400001,255.51336,1348.8,3.181132
K208220,88.2,762,43.2,241.502407,893.4,3.918421
K208250,559.8,521.1,63,255.141239,1143.9,6.390503
K208260,377.399999,837.9,142,217.140246,1357.299999,3.45369
K208360,434.400001,543,66,317.442038,1043.400001,3.32293
K208660,161.4,691.8,40,193.430533,893.2,3.721667
K208790,91.200001,676.799999,43,233.807684,811,2.246537
K208820,243.6,708.3,52,211.893035,1003.9,3.127414
K209120,235.2,563.399999,52.500001,207.053641,851.1,6.597674
K209150,389.399999,413.700001,14.399999,203.465566,817.499999,3.205882
K209310,509.399999,637.200001,30.600001,329.268593,1177.200001,6.924706
K209530,729,853.799999,87,359.389754,1669.799999,3.156522
K209560,405,839.399999,107.399999,369.950205,1351.799998,3.241727
K209620,610.800001,636,21.6,306.376565,1268.400001,3.644828
K209630,457.199999,745.5,126,437.935305,1328.699999,7.50678
K209770,307.800002,482.7,53.4,258.35285,843.900002,2.620807
K209830,487.199998,480.6,43.800002,247.271074,1011.6,4.286441
K209840,464.400001,546.599999,57,251.032713,1068,3.327103
K210150,636.6,606,114,430.586255,1356.6,3.374627
K210200,714,695.1,50.399999,380.330992,1459.499999,2.551573
K210220,717,789.6,57,432.748383,1563.6,2.619095
K210250,366,524.700002,69,293.775044,959.700002,5.746707
K210440,248.4,545.4,22.8,184.029945,816.6,3.460169
K210500,475.2,529.5,31.2,215.3825,1035.9,2.942898
K210530,235.2,683.4,55.2,215.965344,973.8,2.822609
K210540,340.2,338.1,99.5,254.653007,777.8,5.255405
K210590,639,732.9,10,225.988537,1381.9,3.796429
K210660,249.6,479.100001,153,218.555959,881.700001,3.148929
K210740,685.8,625.2,91.8,251.163398,1402.8,3.811957
K210810,294.6,888.3,33,245.643936,1215.9,1.983524
K210920,277.799999,643.200001,60,202.979813,981,13.438356
K211020,238.8,604.5,13.2,232.114687,856.5,6.297794
K211060,767.4,744.6,110.4,468.172317,1622.4,5.101887
K211110,52.882528,13.743482,26.88942,12.797233,93.51543,1.263722
K211130,73.2,33,6,35.258715,112.2,1.968421
K211150,57,30,12,25.172261,99,1.903846
K211200,45.186935,20.946028,1.372867,4.977924,67.50583,1.436294
K211430,100.8,42.900001,23,41.335058,166.700001,2.110127
K211440,75.623464,16.530757,24.70113,18.557952,116.855351,1.327902
K211510,37.182734,30.567403,5.930988,22.416584,73.681125,1.88926
K211530,91.2,48.6,7.8,1.968122,147.6,2.952
K211660,69.600001,11.1,42.600001,16.766347,123.300002,3.0825
K211720,90,27.3,39.599999,35.55827,156.899999,2.179167
K211770,37.610437,18.367888,0.655996,13.311886,56.634321,1.011327
K212010,70.199999,33.599999,29.4,4.137098,133.199998,6.054545
K212050,37.290578,9.532142,13.19835,3.618416,60.02107,1.667252
K212130,56.592712,26.674272,23.129717,10.617818,106.396701,3.940619
K212290,86.4,26.7,35,14.894415,148.1,14.81
K212370,76.8,41.099999,30,15.703961,147.899999,3.607317
K212420,18,40.500001,8.400001,15.211415,66.900002,2.908696
K212500,41.400001,67.8,15,20.539905,124.200001,3.356757
K212620,32.584781,14.791776,17.793006,21.06556,65.169563,0.944486
K212710,17.594018,33.825118,16.602806,10.690988,68.021942,0.800258
K212830,59.4,54.6,46.200002,35.078288,160.200002,2.288571
K212860,46.8,68.7,33.6,26.56187,149.1,3.241304
K212880,5.770743,19.888453,35.036654,12.943127,60.69585,0.62573
K212920,43.970874,34.797094,14.551512,12.37193,93.31948,1.072638
K213240,43.999202,20.180085,41.904002,0.125,106.083289,1.219348
K213700,72,94.2,2.4,49.462465,168.6,2.374648
K213910,32.038454,17.006713,20.298336,11.540496,69.343503,1.778039
K214000,21.697755,32.546631,46.616271,25.668725,100.860657,1.172798
K214050,45,108.600001,21,44.21184,174.600001,3.968182
K214140,34.171612,54.436173,19.204976,25.356548,107.812761,2.507274
K214180,57.6,22.2,44.4,3.802529,124.2,4.6
K214380,119.4,109.500001,76.800001,93.107187,305.700002,2.407087
K214830,193.2,273.300001,31,23.057775,497.500001,1.870301
K214880,199.8,129.9,76.500001,55.554207,406.200001,2.137895
K214890,124.2,308.400001,26.400001,19.049894,459.000002,3.477273
K215020,73.800001,249,75.6,10.223416,398.400001,2.53758
K215330,156,220.2,88.8,3.001844,465,2.396907
K215480,60.599999,213.599999,107.5,78.166784,381.699998,3.976042
K215590,146.4,288.9,51,31.692238,486.3,2.456061
K215640,43.800001,79.800001,115.800001,74.322279,239.400003,2.258491
K215660,186,197.1,40.2,22.423905,423.3,2.679114
K215740,94.8,63.600001,48.600001,19.392079,207.000002,1.881818
K215820,190.200001,205.5,100.200001,5.418776,495.900002,2.666129
K215860,69.6,325.499999,78.6,16.129682,473.699999,2.924074
K216090,94.8,183.899999,43,88.808227,321.699999,3.42234
K216290,66,228.899999,79.2,32.838381,374.099999,3.37027
K216330,157.8,274.499999,54.6,75.285317,486.899999,4.023967
K216380,131.4,155.4,109.8,64.745941,396.6,1.992965
K216610,161.400001,210.900001,124.2,54.328314,496.500002,3.332215
K216680,23.399999,215.399999,15.6,80.908237,254.399998,3.686956
K216690,132,257.1,12.6,76.978917,401.7,2.308621
K216740,158.4,107.7,66,86.68899,332.1,2.554615
K217020,97.2,154.8,50.4,28.304906,302.4,3.286957
K217050,57,225.3,49.799999,32.288946,332.099999,2.184868
K217330,135,231.3,67,41.744217,433.3,3.186029
K217400,172.8,210.600002,66.499999,82.142346,449.900001,1.79243
K217500,217.800001,197.400001,40.2,8.397676,455.400002,3.925862
K217550,58.199999,189.6,62.4,89.391877,310.199999,3.926582
K217780,152.4,294,51,13.710643,497.4,2.858621
K217810,55.2,191.399999,73.2,70.424779,319.799999,1.728649
K217830,108.599999,210.899999,55.8,60.807603,375.299998,2.535811
K217870,109.199999,143.699999,100.800001,13.703595,353.699999,3.646392
K217930,213,237,17,78.021509,467,2.012931
K217990,72.6,181.200001,64.799999,30.790223,318.6,4.248
K218020,91.200001,264.9,39,25.963595,395.100001,3.039231
K218090,151.8,60.3,100.8,15.532525,312.9,2.674359
